Mod:Item:MetaData, Localized Name
chisel:planks-spruce:0, 云杉木板
chisel:planks-spruce:1, 云杉木板
chisel:planks-spruce:2, 云杉木板
chisel:planks-spruce:3, 云杉木板
chisel:planks-spruce:4, 云杉木板
chisel:planks-spruce:5, 云杉木板
chisel:planks-spruce:6, 云杉木板
chisel:planks-spruce:7, 云杉木板
chisel:planks-spruce:8, 云杉木板
chisel:planks-spruce:9, 云杉木板
chisel:planks-spruce:10, 云杉木板
chisel:planks-spruce:11, 云杉木板
chisel:planks-spruce:12, 云杉木板
chisel:planks-spruce:13, 云杉木板
chisel:planks-spruce:14, 云杉木板
chisel:planks-birch:0, 白桦木板
chisel:planks-birch:1, 白桦木板
chisel:planks-birch:2, 白桦木板
chisel:planks-birch:3, 白桦木板
chisel:planks-birch:4, 白桦木板
chisel:planks-birch:5, 白桦木板
chisel:planks-birch:6, 白桦木板
chisel:planks-birch:7, 白桦木板
chisel:planks-birch:8, 白桦木板
chisel:planks-birch:9, 白桦木板
chisel:planks-birch:10, 白桦木板
chisel:planks-birch:11, 白桦木板
chisel:planks-birch:12, 白桦木板
chisel:planks-birch:13, 白桦木板
chisel:planks-birch:14, 白桦木板
chisel:planks-jungle:0, 丛林木板
chisel:planks-jungle:1, 丛林木板
chisel:planks-jungle:2, 丛林木板
chisel:planks-jungle:3, 丛林木板
chisel:planks-jungle:4, 丛林木板
chisel:planks-jungle:5, 丛林木板
chisel:planks-jungle:6, 丛林木板
chisel:planks-jungle:7, 丛林木板
chisel:planks-jungle:8, 丛林木板
chisel:planks-jungle:9, 丛林木板
chisel:planks-jungle:10, 丛林木板
chisel:planks-jungle:11, 丛林木板
chisel:planks-jungle:12, 丛林木板
chisel:planks-jungle:13, 丛林木板
chisel:planks-jungle:14, 丛林木板
chisel:planks-acacia:0, 金合欢木板
chisel:planks-acacia:1, 金合欢木板
chisel:planks-acacia:2, 金合欢木板
chisel:planks-acacia:3, 金合欢木板
chisel:planks-acacia:4, 金合欢木板
chisel:planks-acacia:5, 金合欢木板
chisel:planks-acacia:6, 金合欢木板
chisel:planks-acacia:7, 金合欢木板
chisel:planks-acacia:8, 金合欢木板
chisel:planks-acacia:9, 金合欢木板
chisel:planks-acacia:10, 金合欢木板
chisel:planks-acacia:11, 金合欢木板
chisel:planks-acacia:12, 金合欢木板
chisel:planks-acacia:13, 金合欢木板
chisel:planks-acacia:14, 金合欢木板
chisel:planks-dark-oak:0, 深色橡木木板
chisel:planks-dark-oak:1, 深色橡木木板
chisel:planks-dark-oak:2, 深色橡木木板
chisel:planks-dark-oak:3, 深色橡木木板
chisel:planks-dark-oak:4, 深色橡木木板
chisel:planks-dark-oak:5, 深色橡木木板
chisel:planks-dark-oak:6, 深色橡木木板
chisel:planks-dark-oak:7, 深色橡木木板
chisel:planks-dark-oak:8, 深色橡木木板
chisel:planks-dark-oak:9, 深色橡木木板
chisel:planks-dark-oak:10, 深色橡木木板
chisel:planks-dark-oak:11, 深色橡木木板
chisel:planks-dark-oak:12, 深色橡木木板
chisel:planks-dark-oak:13, 深色橡木木板
chisel:planks-dark-oak:14, 深色橡木木板
chisel:blockplatinum:0, 铂块
chisel:blockplatinum:1, 铂块
chisel:blockplatinum:2, 铂块
chisel:blockplatinum:3, 铂块
chisel:blockplatinum:4, 铂块
chisel:blockplatinum:5, 铂块
chisel:blockplatinum:6, 铂块
chisel:prismarine:0, 海晶石
chisel:prismarine:1, 海晶石
chisel:prismarine:2, 海晶石
chisel:prismarine:3, 海晶石
chisel:prismarine:4, 海晶石
chisel:prismarine:5, 海晶石
chisel:prismarine:6, 海晶石
chisel:prismarine:7, 海晶石
chisel:prismarine:8, 海晶石
chisel:prismarine:9, 海晶石
chisel:prismarine:10, 海晶石
chisel:prismarine:11, 海晶石
chisel:prismarine:12, 海晶石
chisel:prismarine:13, 海晶石
chisel:prismarine:14, 海晶石
chisel:prismarine:15, 海晶石
chisel:prismarine1:0, 海晶石
chisel:prismarine1:1, 海晶石
chisel:prismarine1:2, 海晶石
chisel:prismarine1:3, 海晶石
chisel:prismarine1:4, 海晶石
chisel:prismarine1:5, 海晶石
chisel:prismarine1:6, 海晶石
chisel:prismarine1:7, 海晶石
chisel:prismarine1:8, 海晶石
chisel:prismarine1:9, 海晶石
chisel:prismarine2:0, 海晶石
chisel:prismarine2:1, 海晶石
chisel:prismarine2:2, 海晶石
chisel:prismarine2:3, 海晶石
chisel:prismarine2:4, 海晶石
chisel:prismarine2:5, 海晶石
chisel:quartz:0, 石英块
chisel:quartz:1, 石英块
chisel:quartz:2, 石英块
chisel:quartz:3, 石英块
chisel:quartz:4, 石英块
chisel:quartz:5, 石英块
chisel:quartz:6, 石英块
chisel:quartz:7, 石英块
chisel:quartz:8, 石英块
chisel:quartz:9, 石英块
chisel:quartz:10, 石英块
chisel:quartz:11, 石英块
chisel:quartz:12, 石英块
chisel:quartz:13, 石英块
chisel:quartz:14, 石英块
chisel:quartz:15, 石英块
chisel:quartz1:0, 石英块
chisel:quartz1:1, 石英块
chisel:quartz1:2, 石英块
chisel:quartz1:3, 石英块
chisel:quartz1:4, 石英块
chisel:quartz1:5, 石英块
chisel:quartz1:6, 石英块
chisel:quartz1:7, 石英块
chisel:quartz1:8, 石英块
chisel:quartz1:9, 石英块
chisel:quartz1:10, 石英块
chisel:quartz1:11, 石英块
chisel:quartz1:12, 石英块
chisel:quartz1:13, 石英块
chisel:quartz1:14, 石英块
chisel:quartz1:15, 石英块
chisel:redstone:0, 红石块
chisel:redstone:1, 红石块
chisel:redstone:2, 红石块
chisel:redstone:3, 红石块
chisel:redstone:4, 红石块
chisel:redstone:5, 红石块
chisel:redstone:6, 红石块
chisel:redstone:7, 红石块
chisel:redstone:8, 红石块
chisel:redstone:9, 红石块
chisel:redstone:10, 红石块
chisel:redstone:11, 红石块
chisel:redstone:12, 红石块
chisel:redstone:13, 红石块
chisel:redstone:14, 红石块
chisel:redstone:15, 红石块
chisel:redstone1:0, 红石块
chisel:redstone1:1, 红石块
chisel:redstone1:2, 红石块
chisel:redstone1:3, 红石块
chisel:redstone1:4, 红石块
chisel:redstone1:5, 红石块
chisel:redstone1:6, 红石块
chisel:redstone1:7, 红石块
chisel:redstone1:8, 红石块
chisel:redstone1:9, 红石块
chisel:redstone1:10, 红石块
chisel:redstone1:11, 红石块
chisel:sandstoneyellow:0, 砂岩
chisel:sandstoneyellow:1, 砂岩
chisel:sandstoneyellow:2, 砂岩
chisel:sandstoneyellow:3, 砂岩
chisel:sandstoneyellow:4, 砂岩
chisel:sandstoneyellow:5, 砂岩
chisel:sandstoneyellow:6, 砂岩
chisel:sandstoneyellow:7, 砂岩
chisel:sandstoneyellow:8, 砂岩
chisel:sandstoneyellow:9, 砂岩
chisel:sandstoneyellow:10, 砂岩
chisel:sandstoneyellow:11, 砂岩
chisel:sandstoneyellow:12, 砂岩
chisel:sandstoneyellow:13, 砂岩
chisel:sandstoneyellow:14, 砂岩
chisel:sandstoneyellow:15, 砂岩
chisel:sandstoneyellow1:0, 砂岩
chisel:sandstoneyellow1:1, 砂岩
chisel:sandstoneyellow1:2, 砂岩
chisel:sandstoneyellow1:3, 砂岩
chisel:sandstoneyellow1:4, 砂岩
chisel:sandstoneyellow1:5, 砂岩
chisel:sandstoneyellow1:6, 砂岩
chisel:sandstoneyellow1:7, 砂岩
chisel:sandstoneyellow1:8, 砂岩
chisel:sandstoneyellow1:9, 砂岩
chisel:sandstoneyellow2:0, 砂岩
chisel:sandstoneyellow2:1, 砂岩
chisel:sandstoneyellow2:2, 砂岩
chisel:sandstoneyellow2:3, 砂岩
chisel:sandstoneyellow2:4, 砂岩
chisel:sandstoneyellow2:5, 砂岩
chisel:sandstoneyellow2:6, 砂岩
chisel:sandstoneyellow2:7, 砂岩
chisel:sandstonered:0, 红砂岩
chisel:sandstonered:1, 红砂岩
chisel:sandstonered:2, 红砂岩
chisel:sandstonered:3, 红砂岩
chisel:sandstonered:4, 红砂岩
chisel:sandstonered:5, 红砂岩
chisel:sandstonered:6, 红砂岩
chisel:sandstonered:7, 红砂岩
chisel:sandstonered:8, 红砂岩
chisel:sandstonered:9, 红砂岩
chisel:sandstonered:10, 红砂岩
chisel:sandstonered:11, 红砂岩
chisel:sandstonered:12, 红砂岩
chisel:sandstonered:13, 红砂岩
chisel:sandstonered:14, 红砂岩
chisel:sandstonered:15, 红砂岩
chisel:sandstonered1:0, 红砂岩
chisel:sandstonered1:1, 红砂岩
chisel:sandstonered1:2, 红砂岩
chisel:sandstonered1:3, 红砂岩
chisel:sandstonered1:4, 红砂岩
chisel:sandstonered1:5, 红砂岩
chisel:sandstonered1:6, 红砂岩
chisel:sandstonered1:7, 红砂岩
chisel:sandstonered1:8, 红砂岩
chisel:sandstonered1:9, 红砂岩
chisel:sandstonered2:0, 红砂岩
chisel:sandstonered2:1, 红砂岩
chisel:sandstonered2:2, 红砂岩
chisel:sandstonered2:3, 红砂岩
chisel:sandstonered2:4, 红砂岩
chisel:sandstonered2:5, 红砂岩
chisel:sandstonered2:6, 红砂岩
chisel:sandstonered2:7, 红砂岩
chisel:sandstone-scribbles:0, 刻文砂岩
chisel:sandstone-scribbles:1, 刻文砂岩
chisel:sandstone-scribbles:2, 刻文砂岩
chisel:sandstone-scribbles:3, 刻文砂岩
chisel:sandstone-scribbles:4, 刻文砂岩
chisel:sandstone-scribbles:5, 刻文砂岩
chisel:sandstone-scribbles:6, 刻文砂岩
chisel:sandstone-scribbles:7, 刻文砂岩
chisel:sandstone-scribbles:8, 刻文砂岩
chisel:sandstone-scribbles:9, 刻文砂岩
chisel:sandstone-scribbles:10, 刻文砂岩
chisel:sandstone-scribbles:11, 刻文砂岩
chisel:sandstone-scribbles:12, 刻文砂岩
chisel:sandstone-scribbles:13, 刻文砂岩
chisel:sandstone-scribbles:14, 刻文砂岩
chisel:sandstone-scribbles:15, 刻文砂岩
chisel:sandstonered-scribbles:0, 象形文字红砂岩
chisel:sandstonered-scribbles:1, 象形文字红砂岩
chisel:sandstonered-scribbles:2, 象形文字红砂岩
chisel:sandstonered-scribbles:3, 象形文字红砂岩
chisel:sandstonered-scribbles:4, 象形文字红砂岩
chisel:sandstonered-scribbles:5, 象形文字红砂岩
chisel:sandstonered-scribbles:6, 象形文字红砂岩
chisel:sandstonered-scribbles:7, 象形文字红砂岩
chisel:sandstonered-scribbles:8, 象形文字红砂岩
chisel:sandstonered-scribbles:9, 象形文字红砂岩
chisel:sandstonered-scribbles:10, 象形文字红砂岩
chisel:sandstonered-scribbles:11, 象形文字红砂岩
chisel:sandstonered-scribbles:12, 象形文字红砂岩
chisel:sandstonered-scribbles:13, 象形文字红砂岩
chisel:sandstonered-scribbles:14, 象形文字红砂岩
chisel:sandstonered-scribbles:15, 象形文字红砂岩
chisel:blocksilver:0, 银块
chisel:blocksilver:1, 银块
chisel:blocksilver:2, 银块
chisel:blocksilver:3, 银块
chisel:blocksilver:4, 银块
chisel:blocksilver:5, 银块
chisel:blocksilver:6, 银块
chisel:blocksteel:0, 钢块
chisel:blocksteel:1, 钢块
chisel:blocksteel:2, 钢块
chisel:blocksteel:3, 钢块
chisel:blocksteel:4, 钢块
chisel:blocksteel:5, 钢块
chisel:blocksteel:6, 钢块
chisel:stonebrick:0, 錾制石砖
chisel:stonebrick:1, 錾制石砖
chisel:stonebrick:2, 錾制石砖
chisel:stonebrick:3, 錾制石砖
chisel:stonebrick:4, 錾制石砖
chisel:stonebrick:5, 錾制石砖
chisel:stonebrick:6, 錾制石砖
chisel:stonebrick:7, 錾制石砖
chisel:stonebrick:8, 錾制石砖
chisel:stonebrick:9, 錾制石砖
chisel:stonebrick:10, 錾制石砖
chisel:stonebrick:11, 錾制石砖
chisel:stonebrick:12, 錾制石砖
chisel:stonebrick:13, 錾制石砖
chisel:stonebrick:14, 錾制石砖
chisel:stonebrick:15, 錾制石砖
chisel:stonebrick1:0, 錾制石砖
chisel:stonebrick1:1, 錾制石砖
chisel:stonebrick1:2, 錾制石砖
chisel:stonebrick1:3, 錾制石砖
chisel:stonebrick1:4, 錾制石砖
chisel:stonebrick1:5, 錾制石砖
chisel:stonebrick1:6, 錾制石砖
chisel:stonebrick1:7, 錾制石砖
chisel:stonebrick1:8, 錾制石砖
chisel:stonebrick1:9, 錾制石砖
chisel:stonebrick2:0, 錾制石砖
chisel:stonebrick2:1, 錾制石砖
chisel:stonebrick2:2, 錾制石砖
chisel:stonebrick2:3, 錾制石砖
chisel:stonebrick2:4, 錾制石砖
chisel:stonebrick2:5, 錾制石砖
chisel:stonebrick2:6, 錾制石砖
chisel:stonebrick2:7, 錾制石砖
chisel:stonebrick2:8, 錾制石砖
chisel:stonebrick2:9, 錾制石砖
chisel:technical:0, 工业方块
chisel:technical:1, 工业方块
chisel:technical:2, 工业方块
chisel:technical:3, 工业方块
chisel:technical:4, 工业方块
chisel:technical:5, 工业方块
chisel:technical:6, 工业方块
chisel:technical:7, 工业方块
chisel:technical:8, 工业方块
chisel:technical:9, 工业方块
chisel:technical:10, 工业方块
chisel:technical:11, 工业方块
chisel:technical:12, 工业方块
chisel:technical:13, 工业方块
chisel:technical:14, 工业方块
chisel:technical:15, 工业方块
chisel:technical1:0, 工业方块
chisel:technical1:1, 工业方块
chisel:technical1:2, 工业方块
chisel:technical1:3, 工业方块
chisel:technical1:4, 工业方块
chisel:technicalnew:0, 工业方块
chisel:technicalnew:1, 工业方块
chisel:technicalnew:2, 工业方块
chisel:technicalnew:3, 工业方块
chisel:technicalnew:4, 工业方块
chisel:technicalnew:5, 工业方块
chisel:technicalnew:6, 工业方块
chisel:technicalnew:7, 工业方块
chisel:technicalnew:8, 工业方块
chisel:temple:0, 神庙石
chisel:temple:1, 神庙石
chisel:temple:2, 神庙石
chisel:temple:3, 神庙石
chisel:temple:4, 神庙石
chisel:temple:5, 神庙石
chisel:temple:6, 神庙石
chisel:temple:7, 神庙石
chisel:temple:8, 神庙石
chisel:temple:9, 神庙石
chisel:temple:10, 神庙石
chisel:temple:11, 神庙石
chisel:temple:12, 神庙石
chisel:temple:13, 神庙石
chisel:temple:14, 神庙石
chisel:temple:15, 神庙石
chisel:templemossy:0, 神庙苔石
chisel:templemossy:1, 神庙苔石
chisel:templemossy:2, 神庙苔石
chisel:templemossy:3, 神庙苔石
chisel:templemossy:4, 神庙苔石
chisel:templemossy:5, 神庙苔石
chisel:templemossy:6, 神庙苔石
chisel:templemossy:7, 神庙苔石
chisel:templemossy:8, 神庙苔石
chisel:templemossy:9, 神庙苔石
chisel:templemossy:10, 神庙苔石
chisel:templemossy:11, 神庙苔石
chisel:templemossy:12, 神庙苔石
chisel:templemossy:13, 神庙苔石
chisel:templemossy:14, 神庙苔石
chisel:templemossy:15, 神庙苔石
chisel:blocktin:0, 锡块
chisel:blocktin:1, 锡块
chisel:blocktin:2, 锡块
chisel:blocktin:3, 锡块
chisel:blocktin:4, 锡块
chisel:blocktin:5, 锡块
chisel:blocktin:6, 锡块
chisel:tyrian:0, 未来风格金属块
chisel:tyrian:1, 未来风格金属块
chisel:tyrian:2, 未来风格金属块
chisel:tyrian:3, 未来风格金属块
chisel:tyrian:4, 未来风格金属块
chisel:tyrian:5, 未来风格金属块
chisel:tyrian:6, 未来风格金属块
chisel:tyrian:7, 未来风格金属块
chisel:tyrian:8, 未来风格金属块
chisel:tyrian:9, 未来风格金属块
chisel:tyrian:10, 未来风格金属块
chisel:tyrian:11, 未来风格金属块
chisel:tyrian:12, 未来风格金属块
chisel:tyrian:13, 未来风格金属块
chisel:tyrian:14, 未来风格金属块
chisel:tyrian:15, 未来风格金属块
chisel:blockuranium:0, 铀块
chisel:blockuranium:1, 铀块
chisel:blockuranium:2, 铀块
chisel:blockuranium:3, 铀块
chisel:blockuranium:4, 铀块
chisel:blockuranium:5, 铀块
chisel:blockuranium:6, 铀块
chisel:valentines:0, 爱之方块
chisel:valentines:1, 爱之方块
chisel:valentines:2, 爱之方块
chisel:valentines:3, 爱之方块
chisel:valentines:4, 爱之方块
chisel:valentines:5, 爱之方块
chisel:valentines:6, 爱之方块
chisel:valentines:7, 爱之方块
chisel:valentines:8, 爱之方块
chisel:valentines:9, 爱之方块
chisel:voidstone:0, 虚空石
chisel:voidstone:1, 虚空石
chisel:voidstone:2, 虚空石
chisel:voidstone:3, 虚空石
chisel:voidstone:4, 虚空石
chisel:voidstone:5, 虚空石
chisel:voidstone:6, 虚空石
chisel:voidstone:7, 虚空石
chisel:energizedvoidstone:0, 元始虚空石
chisel:energizedvoidstone:1, 元始虚空石
chisel:energizedvoidstone:2, 元始虚空石
chisel:energizedvoidstone:3, 元始虚空石
chisel:energizedvoidstone:4, 元始虚空石
chisel:energizedvoidstone:5, 元始虚空石
chisel:energizedvoidstone:6, 元始虚空石
chisel:energizedvoidstone:7, 元始虚空石
chisel:voidstonerunic:0, 符文虚空石
chisel:voidstonerunic:1, 符文虚空石
chisel:voidstonerunic:2, 符文虚空石
chisel:voidstonerunic:3, 符文虚空石
chisel:voidstonerunic:4, 符文虚空石
chisel:voidstonerunic:5, 符文虚空石
chisel:voidstonerunic:6, 符文虚空石
chisel:voidstonerunic:7, 符文虚空石
chisel:voidstonerunic:8, 符文虚空石
chisel:voidstonerunic:9, 符文虚空石
chisel:voidstonerunic:10, 符文虚空石
chisel:voidstonerunic:11, 符文虚空石
chisel:voidstonerunic:12, 符文虚空石
chisel:voidstonerunic:13, 符文虚空石
chisel:voidstonerunic:14, 符文虚空石
chisel:waterstone:0, 水磨石
chisel:waterstone:1, 水磨石
chisel:waterstone:2, 水磨石
chisel:waterstone:3, 水磨石
chisel:waterstone:4, 水磨石
chisel:waterstone:5, 水磨石
chisel:waterstone:6, 水磨石
chisel:waterstone:7, 水磨石
chisel:waterstone:8, 水磨石
chisel:waterstone:9, 水磨石
chisel:waterstone:10, 水磨石
chisel:waterstone:11, 水磨石
chisel:waterstone:12, 水磨石
chisel:waterstone:13, 水磨石
chisel:waterstone:14, 水磨石
chisel:waterstone:15, 水磨石
chisel:waterstone1:0, 水磨石
chisel:waterstone1:1, 水磨石
chisel:waterstone1:2, 水磨石
chisel:waterstone1:3, 水磨石
chisel:waterstone1:4, 水磨石
chisel:waterstone1:5, 水磨石
chisel:waterstone1:6, 水磨石
chisel:waterstone1:7, 水磨石
chisel:waterstone1:8, 水磨石
chisel:waterstone1:9, 水磨石
chisel:waterstone1:10, 水磨石
chisel:waterstone1:11, 水磨石
chisel:waterstone1:12, 水磨石
chisel:waterstone1:13, 水磨石
chisel:waterstone1:14, 水磨石
chisel:waterstone1:15, 水磨石
chisel:waterstone2:0, 水磨石
chisel:wool_black:0, 黑色地毯
chisel:wool_black:1, 黑色地毯
chisel:wool_red:0, 红色地毯
chisel:wool_red:1, 红色地毯
chisel:wool_green:0, 绿色地毯
chisel:wool_green:1, 绿色地毯
chisel:wool_brown:0, 棕色地毯
chisel:wool_brown:1, 棕色地毯
chisel:wool_blue:0, 蓝色地毯
chisel:wool_blue:1, 蓝色地毯
chisel:wool_purple:0, 紫色地毯
chisel:wool_purple:1, 紫色地毯
chisel:wool_cyan:0, 青色地毯
chisel:wool_cyan:1, 青色地毯
chisel:wool_lightgray:0, 淡灰色地毯
chisel:wool_lightgray:1, 淡灰色地毯
chisel:wool_gray:0, 灰色地毯
chisel:wool_gray:1, 灰色地毯
chisel:wool_pink:0, 粉红色地毯
chisel:wool_pink:1, 粉红色地毯
chisel:wool_lime:0, 黄绿色地毯
chisel:wool_lime:1, 黄绿色地毯
chisel:wool_yellow:0, 黄色地毯
chisel:wool_yellow:1, 黄色地毯
chisel:wool_lightblue:0, 淡蓝色地毯
chisel:wool_lightblue:1, 淡蓝色地毯
chisel:wool_magenta:0, 品红色地毯
chisel:wool_magenta:1, 品红色地毯
chisel:wool_orange:0, 橙色地毯
chisel:wool_orange:1, 橙色地毯
chisel:wool_white:0, 地毯
chisel:wool_white:1, 地毯
forge:bucketfilled, %s桶
appliedenergistics2:quartz_ore, 赛特斯石英矿石
appliedenergistics2:charged_quartz_ore, 充能赛特斯石英矿石
appliedenergistics2:matrix_frame, 矩阵框架
appliedenergistics2:quartz_block, 赛特斯石英块
appliedenergistics2:quartz_pillar, 竖纹赛特斯石英块
appliedenergistics2:chiseled_quartz_block, 錾制赛特斯石英块
appliedenergistics2:quartz_glass, 石英玻璃
appliedenergistics2:quartz_vibrant_glass, 聚能石英玻璃
appliedenergistics2:quartz_fixture, 充能石英火把
appliedenergistics2:fluix_block, 福鲁伊克斯块
appliedenergistics2:sky_stone_block, 陨石
appliedenergistics2:smooth_sky_stone_block, 陨石块
appliedenergistics2:sky_stone_brick, 陨石石砖
appliedenergistics2:sky_stone_small_brick, 陨石砖块
appliedenergistics2:sky_stone_chest, 陨石箱子
appliedenergistics2:smooth_sky_stone_chest, 陨石块箱子
appliedenergistics2:sky_compass, 陨石罗盘
appliedenergistics2:grindstone, 石英磨具
appliedenergistics2:crank, 木质曲柄
appliedenergistics2:inscriber, 压印器
appliedenergistics2:wireless_access_point, ME无线访问点
appliedenergistics2:charger, 充能器
appliedenergistics2:tiny_tnt, 迷你TNT
appliedenergistics2:security_station, ME安全终端
appliedenergistics2:quantum_ring, ME量子环
appliedenergistics2:quantum_link, ME量子链接仓
appliedenergistics2:spatial_pylon, 空间塔
appliedenergistics2:spatial_io_port, 空间IO端口
appliedenergistics2:controller, ME控制器
appliedenergistics2:drive, ME驱动器
appliedenergistics2:chest, ME箱子
appliedenergistics2:interface, ME接口
appliedenergistics2:fluid_interface, ME流体接口
appliedenergistics2:cell_workbench, 元件工作台
appliedenergistics2:io_port, ME-IO端口
appliedenergistics2:condenser, 物质聚合器
appliedenergistics2:energy_acceptor, 能源接收器
appliedenergistics2:vibration_chamber, 谐振仓
appliedenergistics2:quartz_growth_accelerator, 晶体催生器
appliedenergistics2:energy_cell, 能源元件
appliedenergistics2:dense_energy_cell, 致密能源元件
appliedenergistics2:creative_energy_cell, 创造能源元件
appliedenergistics2:crafting_unit, 合成单元
appliedenergistics2:crafting_accelerator, 并行处理单元
appliedenergistics2:crafting_storage_1k, 1k合成存储器
appliedenergistics2:crafting_storage_4k, 4k合成存储器
appliedenergistics2:crafting_storage_16k, 16k合成存储器
appliedenergistics2:crafting_storage_64k, 64k合成存储器
appliedenergistics2:crafting_monitor, 合成监控器
appliedenergistics2:molecular_assembler, 分子装配室
appliedenergistics2:light_detector, 光亮探测器
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, 陨石楼梯
appliedenergistics2:smooth_sky_stone_stairs, 陨石块楼梯
appliedenergistics2:sky_stone_brick_stairs, 陨石石砖楼梯
appliedenergistics2:sky_stone_small_brick_stairs, 陨石砖块楼梯
appliedenergistics2:fluix_stairs, 福鲁伊克斯楼梯
appliedenergistics2:quartz_stairs, 赛特斯石英楼梯
appliedenergistics2:chiseled_quartz_stairs, 錾制赛特斯石英楼梯
appliedenergistics2:quartz_pillar_stairs, 竖纹赛特斯石英楼梯
appliedenergistics2:cable_bus, AE2线缆和（或）总线
appliedenergistics2:sky_stone_slab:0, 陨石台阶
appliedenergistics2:smooth_sky_stone_slab:0, 陨石块台阶
appliedenergistics2:sky_stone_brick_slab:0, 陨石石砖台阶
appliedenergistics2:sky_stone_small_brick_slab:0, 陨石砖块台阶
appliedenergistics2:fluix_slab:0, 福鲁伊克斯台阶
appliedenergistics2:quartz_slab:0, 赛特斯石英台阶
appliedenergistics2:chiseled_quartz_slab:0, 錾制赛特斯石英台阶
appliedenergistics2:quartz_pillar_slab:0, 竖纹赛特斯石英台阶
appliedenergistics2:certus_quartz_axe, 赛特斯石英斧
appliedenergistics2:certus_quartz_hoe, 赛特斯石英锄
appliedenergistics2:certus_quartz_spade, 赛特斯石英锹
appliedenergistics2:certus_quartz_pickaxe, 赛特斯石英镐
appliedenergistics2:certus_quartz_sword, 赛特斯石英剑
appliedenergistics2:certus_quartz_wrench, 赛特斯石英扳手
appliedenergistics2:certus_quartz_cutting_knife, 赛特斯石英切割刀
appliedenergistics2:nether_quartz_axe, 下界石英斧
appliedenergistics2:nether_quartz_hoe, 下界石英锄
appliedenergistics2:nether_quartz_spade, 下界石英锹
appliedenergistics2:nether_quartz_pickaxe, 下界石英镐
appliedenergistics2:nether_quartz_sword, 下界石英剑
appliedenergistics2:nether_quartz_wrench, 下界石英扳手
appliedenergistics2:nether_quartz_cutting_knife, 下界石英切割刀
appliedenergistics2:entropy_manipulator, 熵变机械臂
appliedenergistics2:wireless_terminal, 无线终端
appliedenergistics2:wireless_crafting_terminal, 无线合成终端
appliedenergistics2:wireless_pattern_terminal, 无线样板终端
appliedenergistics2:wireless_fluid_terminal, 无线流体终端
appliedenergistics2:wireless_interface_terminal, 无线接口终端
appliedenergistics2:charged_staff, 充能手杖
appliedenergistics2:matter_cannon, 物质炮
appliedenergistics2:portable_cell, 便携元件
appliedenergistics2:color_applicator, 染色器
appliedenergistics2:biometric_card, 身份卡
appliedenergistics2:memory_card, 内存卡
appliedenergistics2:network_tool, 网络工具
appliedenergistics2:creative_storage_cell, 创造型ME存储元件
appliedenergistics2:view_cell, 显示元件
appliedenergistics2:storage_cell_1k, 1k-ME存储元件
appliedenergistics2:storage_cell_4k, 4k-ME存储元件
appliedenergistics2:storage_cell_16k, 16k-ME存储元件
appliedenergistics2:storage_cell_64k, 64k-ME存储元件
appliedenergistics2:fluid_storage_cell_1k, 1k-ME流体存储元件
appliedenergistics2:fluid_storage_cell_4k, 4k-ME流体存储元件
appliedenergistics2:fluid_storage_cell_16k, 16k-ME流体存储元件
appliedenergistics2:fluid_storage_cell_64k, 64k-ME流体存储元件
appliedenergistics2:spatial_storage_cell_2_cubed, 2³-空间存储元件
appliedenergistics2:spatial_storage_cell_16_cubed, 16³-空间存储元件
appliedenergistics2:spatial_storage_cell_128_cubed, 128³-空间存储元件
appliedenergistics2:facade:0, 线缆伪装板 - 石头
appliedenergistics2:facade:0, 线缆伪装板 - 花岗岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制花岗岩
appliedenergistics2:facade:0, 线缆伪装板 - 闪长岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制闪长岩
appliedenergistics2:facade:0, 线缆伪装板 - 安山岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制安山岩
appliedenergistics2:facade:0, 线缆伪装板 - 草方块
appliedenergistics2:facade:0, 线缆伪装板 - 泥土
appliedenergistics2:facade:0, 线缆伪装板 - 砂土
appliedenergistics2:facade:0, 线缆伪装板 - 灰化土
appliedenergistics2:facade:0, 线缆伪装板 - 圆石
appliedenergistics2:facade:0, 线缆伪装板 - 橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木板
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木板
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木板
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢木板
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 基岩
appliedenergistics2:facade:0, 线缆伪装板 - 沙子
appliedenergistics2:facade:0, 线缆伪装板 - 红沙
appliedenergistics2:facade:0, 线缆伪装板 - 沙砾
appliedenergistics2:facade:0, 线缆伪装板 - 金矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 煤矿石
appliedenergistics2:facade:0, 线缆伪装板 - 橡木
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木
appliedenergistics2:facade:0, 线缆伪装板 - 橡树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 云杉树叶
